State,Band Name,Date
"Mercury Lounge | New York, NY",Nico Vega,TODAY 6:00 PM
"Township Auditorium | Columbia, SC",John Mellencamp: Live and In Person,SAT APR 20
"The Signal - Concert Hall | Chattanooga, TN",Futurebirds,SAT APR 20
"Brown County Music Center | Nashville, IN",Exile,SAT APR 20
"High Noon Saloon | Madison, WI",Natty Nation 4/20 Reggae Party,SAT APR 20
"Liberty Hall | Lawrence, KS",Kansas Music Hall of Fame Induction Ceremony 2024,SAT APR 20
"Vinyl | Atlanta, GA",Birdtalker,SAT APR 20
"The Horseshoe Tavern | Toronto, ON",Chris Cresswell with Northcote,SAT APR 20
"Bayou Music Center | Houston, TX",Adam Ant - ANTMUSIC 2024 with special guest The English Beat,SAT APR 20
"House of Blues New Orleans | New Orleans, LA",Garden Grove - The Sublime Experience,SAT APR 20
"Hollywood Casino Gulf Coast | Bay St. Louis, MS",Lit,SAT APR 20
"Marquis | Denver, CO",Driveways,SAT APR 20
"Majestic Theatre | Madison, WI",Kainalu,SAT APR 20
"Ameristar Casino and Hotel | Kansas City, MO",Shooting Star,SAT APR 20
"Rum Runners | London, ON",Sydney Blu At System Saturdays,SAT APR 20
"Fortune Sound Club | Vancouver, BC",I DONT KNOW HOW BUT THEY FOUND ME: GLOOMTOWN TOUR,SAT APR 20
"The ELM | Bozeman, MT",Opiuo,SAT APR 20
"The 44 Sports Grill and Nightlife | Glendale, AZ","Sponge w/ Dierdre, Latency, Phathoms",SAT APR 20
"Constellation Room | Santa Ana, CA",Charlotte Cornfield & Al Menne,SAT APR 20
"Showroom at Casino Arizona | Scottsdale, AZ",Mick Adams & the Stones,SAT APR 20
"M Resort Spa Casino | Henderson, NV",Taylor Dayne and Tiffany,SAT APR 20
"Ophelia's Electric Soapbox | Denver, CO",The Big Wu,SAT APR 20
"The Venetian Theatre at The Venetian Resort | Las Vegas, NV",The B-52s,SAT APR 20
"Garcia's at The Capitol Theatre | Port Chester, NY",The Especially Everyone Experience ft. Jewels Harrison & The Jems,SUN APR 21
"Dingbatz | Clifton, NJ",Jeff Stubbz Memorial Sunday Matinee,SUN APR 21
"The Atlantis | Washington, DC",Quarters of Change,SUN APR 21
"Lovedraft's Brewing Co. | Mechanicsburg, PA",Pig Destroyer,SUN APR 21
"Brooklyn Bowl | Brooklyn, NY","Battle of the Bands Ft. Loveseat Pete, Spencer Arjang, Rylie Faith,",SUN APR 21
"The Queen | Wilmington, DE",Whitehall,SUN APR 21
"Hard Rock Live | Hollywood, FL",Estopa,SUN APR 21
"The Masquerade - Purgatory | Atlanta, GA",Asg,SUN APR 21
"Birchmere | Alexandria, VA","SGGL (Speidel, Goodrich, Goggin & Lille)",SUN APR 21
"Crystal Ballroom at Somerville Theatre | Somerville, MA",We Are The Union W/Half Past Two/Devon Kay & The Solutions/the Pomps,SUN APR 21
"Empire Live | Albany, NY",Neon Trees,SUN APR 21
"Knight Theater | Charlotte, NC",Rodrigo y Gabriela,SUN APR 21
"Antone's Nightclub | Austin, TX",Young Rising Sons w/ 44Blonde and Diva Bleach,SUN APR 21
"The Pearl | Vancouver, BC",Fiddlehead with Spite House + Guests,SUN APR 21
"191 Toole | Tucson, AZ",Krooked Kings @ 191 Toole,SUN APR 21
"Wicket Hall | Victoria, BC",An Evening with Big Sugar,SUN APR 21
"Howard Theatre | Washington, DC",Jesse McCartney,MON APR 22
"Velvet Underground | Toronto, ON","Elliot Moss, Jjad",MON APR 22
"The Senate | Columbia, SC",Dayseeker: Dark Sun Tour,MON APR 22
"Wilfrid-Pelletier | Montreal, QC",Nathaniel Rateliff,MON APR 22
"The Opera House | Toronto, ON",The Mary Wallopers,MON APR 22
"Thunderbird Music Hall | Pittsburgh, PA",Cut Worms,MON APR 22
"Avondale Brewing Co. | Birmingham, AL",Mikaela Davis - The Upstairs at Avondale,MON APR 22
"Midway | Edmonton, AB",Tori Kelly – purple skies tour,MON APR 22
"Constellation Room | Santa Ana, CA",Aidan Bissett: Supernova: Hows It Gonna End? Tour,MON APR 22
"Bogart's | Cincinnati, OH",Mickey Darling,TUE APR 23
"Middle East - Upstairs | Cambridge, MA","Aaron Lee Tasjan, Molly Martin",TUE APR 23
"The Sanctuary Detroit | Hamtramck, MI","Cherubs, Heet Deth",TUE APR 23
"Bijou Theatre | Knoxville, TN",Hayes & The Heathens,TUE APR 23
"The Fillmore Silver Spring | Silver Spring, MD",Ross Lynch & Rocky Lynch present The Driver Era: Live On Tour,TUE APR 23
"Théâtre Beanfield | Montreal, QC",TALK - The Lord of the Flies & Birds & Bees Tour,TUE APR 23
"White Oak Music Hall - Downstairs | Houston, TX",Swans,TUE APR 23
"TempleLive Wichita | Wichita, KS",Icon for Hire,TUE APR 23
"Mercury Lounge | New York, NY","Social Creatures, Flight Attendant, Connie Danger",TUE APR 23
"The Ranch House | Sparks, NV",The Million Watts Tour 2024 Starring Nonpoint and featuring Hed P.E. a,TUE APR 23
"The Regent Theater | Los Angeles, CA",Still Corners with Special Guest: Shannon Lay,TUE APR 23
"Grand Sierra Resort and Casino | Reno, NV",Chevelle,TUE APR 23
"Greenfield Lake Amphitheater | Wilmington, NC",The Rock Orchestra By Candlelight,WED APR 24
"The Masquerade - Altar | Atlanta, GA",Soft Blue Shimmer,WED APR 24
"Kia Center | Orlando, FL",The Postal Service & Death Cab For Cutie: Give Up & Transatlanticism,WED APR 24
"Ludlow Garage Cincinnati | Cincinnati, OH",Young Dubliners,WED APR 24
"Aisle 5 | Atlanta, GA",Sun Room,WED APR 24
"The Bronze Peacock at House of Blues Houston | Houston, TX",Orions Belte,WED APR 24
"Ovens Auditorium | Charlotte, NC",Toto: Dogz Of Oz Tour,WED APR 24
"The Southern Cafe & Music Hall | Charlottesville, VA",Austin Meade,WED APR 24
"The Asylum at Masonic Temple | Cleveland, OH",NRBQ,WED APR 24
"Mercury Lounge | New York, NY",Surf Trash,WED APR 24
"The Moroccan Lounge | Los Angeles, CA",Baby Bugs,WED APR 24
"Brooklyn Bowl Las Vegas | Las Vegas, NV",Khruangbin - A La Sala Tour,WED APR 24
"Mercury Lounge | New York, NY",Ankur Tewari - North America Tour,THU APR 25
"Howard Theatre | Washington, DC",Oneohtrix Point Never,THU APR 25
"The Fillmore Silver Spring | Silver Spring, MD",Dying Fetus,THU APR 25
"Ponte Vedra Concert Hall | Ponte Vedra Beach, FL",The Dixie Dregs With Special Guests: Steve Morse Band,THU APR 25
"Bridgeworks | Hamilton, ON","Slaughter Beach, Dog, Erin Rae",THU APR 25
"Rabbit Rabbit Asheville | Asheville, NC",Ween,THU APR 25
"Bijou Theatre | Knoxville, TN",Colton Dixon & Jordan Feliz: Love & Light Tour,THU APR 25
"Scoot Inn | Austin, TX",Drew Holcomb & The Neighbors - Find Your People Tour,THU APR 25
"Rum Runners | London, ON",GREEN JELLY,THU APR 25
"Jimmy's Jazz and Blues Club | Portsmouth, NH",Zepparella,THU APR 25
"White Oak Music Hall - Upstairs | Houston, TX",Sextile with Donzii and Mvtant,THU APR 25
"Marquis | Denver, CO",Aaron West and the Roaring Twenties,THU APR 25
"Antone's Nightclub | Austin, TX",Austin Blues Fest Late Show: Ally Venable w/ Gypsy Mitchell,THU APR 25
"Blueberry Hill Duck Room | St Louis, MO",Roger Clyne and the Peacemakers,THU APR 25
"The Moroccan Lounge | Los Angeles, CA",The Tears & Gearz Tour: ZEE MACHINE & Bentley Robles,THU APR 25
"Soundwell | Salt Lake City, UT",The Talbott Brothers,THU APR 25
"Brooklyn Bowl Las Vegas | Las Vegas, NV",SNW Sideshow ft. Front 242 & Nitzer Ebb,THU APR 25
"Encore at Uptown Theater | Kansas City, MO",Minnesota,THU APR 25
"The Echo | Los Angeles, CA","Lomelda with Meg Duffy, and My Betsy",THU APR 25
"Tellus 360 | Lancaster, PA",The Honest Heart Collective at LAUNCH 2024,FRI APR 26
"9:30 CLUB | Washington, DC",Teenage Fanclub,FRI APR 26
"Warsaw | Brooklyn, NY",Spanish Love Songs & Oso Oso,FRI APR 26
"Hard Luck Bar | Toronto, ON","VIAL ""Burnout Tour""",FRI APR 26
"Molson Canadian Centre at Casino New/Nouveau Brunswick | Moncton, NB",Kim Mitchell with Special Guests: Streetheart & Lee Aaron,FRI APR 26
"Tally Ho Theater | Leesburg, VA",The Pietasters,FRI APR 26
"House of Blues Chicago | Chicago, IL",Stabbing Westward,FRI APR 26
"Hackensack Meridian Health Theatre at the Count Basie Center | Red Bank, NJ",Summer of Love,FRI APR 26
"The Southern Cafe & Music Hall | Charlottesville, VA",Dogwood Tales with Mike Frazier and Small Paul,FRI APR 26
"Theatre du Casino du Lac-Leamy | GATINEAU, QC",The Essence of Cohen,FRI APR 26
"Le Club Square Dix30 | Brossard, QC",Kashmir,FRI APR 26
"Toad's Place | New Haven, CT",Alex Warren,FRI APR 26
"Baltimore Soundstage | Baltimore, MD","Black Country, New Road",FRI APR 26
"Mickey's Black Box | Lititz, PA",Philadelphia Freedom: A Tribute to Elton John,FRI APR 26
"Théâtre Capitole | Québec, QC",Rock Story,FRI APR 26
"Reggie's Rock Club | Chicago, IL",Saigon Kick (Water 30th Anniversary Tour),FRI APR 26
"Burton Cummings Theatre | Winnipeg, MB",Snake Oil,FRI APR 26
"The Orange Peel | Asheville, NC",Ty Segall,FRI APR 26
"Avondale Brewing Co. | Birmingham, AL",Code-R Productions presents: Yacht Rock Revue,FRI APR 26
"Hollywood Casino at Charles Town Races | Charles Town, WV",The Steel Woods,FRI APR 26
"Fillmore New Orleans | New Orleans, LA",Cory Wong And Dumpstaphunk,FRI APR 26
"IP Casino Resort and Spa | Biloxi, MS",Andy Grammer,FRI APR 26
"Rose Music Hall | Columbia, MO",The Mighty Pines and Aaron Kamm & The One Drops at Rose Park,FRI APR 26
"recordBar | Kansas City, MO",William Elliott Whitmore,FRI APR 26
"Madrid Theatre | Kansas City, MO",Gregorian,FRI APR 26
"Sky Bar (Guvernment Complex) | Toronto, ON","Dead Heat W/ Think I Care, Haywire, Human Garbage, No Way Out, & Ceram",FRI APR 26
"Oskar Blues Colorado Springs | Colorado Springs, CO",Mike Viola,FRI APR 26
"The Echo | Los Angeles, CA",Sweet Pill - SOLD OUT,FRI APR 26
"Fontainebleau | Las Vegas, NV",SNW Sideshow ft. Bring Me The Horizon,FRI APR 26
"Talking Stick Resort | Scottsdale , AZ",The Beach Boys,FRI APR 26
"Ophelia's Electric Soapbox | Denver, CO",Dead Floyd,FRI APR 26
"Luckman Fine Arts Complex | Los Angeles, CA",Paula Cole,FRI APR 26
"Stubb's Indoors | Austin, TX",Montclair,FRI APR 26
"Neck of the Woods | San Francisco, CA",The Furious Tits/ Freqz/ Oona,FRI APR 26
"Voltaire at The Venetian Resort | Las Vegas, NV",Kylie Minogue,FRI APR 26
"Ludlow Garage Cincinnati | Cincinnati, OH",The Rock and Roll Playhouse,SAT APR 27
"Vine Street Commons | Lancaster, PA",Deadlands at LAUNCH 2024,SAT APR 27
"Tellus 360 | Lancaster, PA",The Iron Roses at LAUNCH 2024,SAT APR 27
"DCU Center | Worcester, MA",The Big Gig III starring STAIND,SAT APR 27
"Casino Nova Scotia - The Bruce Guthro Theatre | Halifax, NS",Lee Aaron,SAT APR 27
"The Atlantis | Washington, DC",Sam Evian,SAT APR 27
"Gramercy Theatre | New York, NY",Gatsbys American Dream,SAT APR 27
"Warsaw | Brooklyn, NY",Bratmobile,SAT APR 27
"Brighton Music Hall presented by Citizens | Boston, MA",Crooked Coast (18+),SAT APR 27
"Ludlow Garage Cincinnati | Cincinnati, OH",Catalina Wine Mixer,SAT APR 27
"John, James and Clara Knight Stage | Akron, OH",The Jimiller Band,SAT APR 27
"Casino Rama Resort | Rama, ON",Glass Tiger with special guest The Kings,SAT APR 27
"Caesars Event Center at Caesars Southern Indiana | Elizabeth, IN",The Marshall Tucker Band & Jefferson Starship,SAT APR 27
"The Capitol Theatre | Port Chester, NY",Del McCoury Band,SAT APR 27
"Baltimore Soundstage | Baltimore, MD",Saint Asonia,SAT APR 27
"The Southern Cafe & Music Hall | Charlottesville, VA",Mo Lowda & The Humble / The Bright Light Social Hour,SAT APR 27
"House of Blues Chicago | Chicago, IL",The Floozies: Porty Hord Tour,SAT APR 27
"Blue Ocean Music Hall | Salisbury, MA",Slipkid- A Celebration Of The Who Ft. Gary Cherone Of Extreme,SAT APR 27
"XL Live | Harrisburg, PA",The Heavy Heavy,SAT APR 27
"Resorts Atlantic City | Atlantic City, NJ",John Eddie,SAT APR 27
"Aventura Arts & Cultural Center | Aventura, FL",Bee Gees NOW! the Tribute,SAT APR 27
"Ho-Chunk Gaming-WI-Dells | Baraboo, WI",Loverboy,SAT APR 27
"The Avalon Theatre At Niagara Fallsview Casino Resort | Niagara Falls, ON",Andy Kim,SAT APR 27
"Marquis | Denver, CO",Wild Party,SAT APR 27
"Blueberry Hill Duck Room | St Louis, MO",Sean Canan's Voodoo Players: Voodoo Uncle Tupelo,SAT APR 27
"Reggie's Music Joint | Chicago, IL",Geeks and Moshpits: a C2e2 After Party with Cosplay Contests,SAT APR 27
"West Central Events Centre | Kindersley, SK",TROOPER with THE NORTHERN PIKES,SAT APR 27
"ROK HOUSE BREWING | Upland, CA","CROMAGS with MDK AND DARASUUM ,97 MINUTES, OUT OF CHAOS LIVE IN CONCERT",SAT APR 27
"Hard Rock Live at Etess Arena | Atlantic City, NJ",Gary Chaw,SAT APR 27
"Talking Stick Resort Amphitheatre | Phoenix, AZ",NEIL YOUNG CRAZY HORSE: LOVE EARTH TOUR,SAT APR 27
"The Moroccan Lounge | Los Angeles, CA","Nothing Less Booking Presents: Acidez with Total Chaos, Piñata Protest",SAT APR 27
"The Studio at Mizner Park | Boca Raton, FL",Boy Band Review: The Best Boy Band Tribute in U.S.,SUN APR 28
"9:30 CLUB | Washington, DC",Spanish Love Songs & Oso Oso,SUN APR 28
"Théâtre Capitole | Québec, QC",Kamelot: Awaken The World Tour 2024,SUN APR 28
"Kalamazoo State Theatre | Kalamazoo, MI",Floyd Nation: Experience Pink Floyd,SUN APR 28
"Saturn Birmingham | Birmingham, AL",Low Cut Connie,SUN APR 28
"Ludlow Garage Cincinnati | Cincinnati, OH",Howie Day,SUN APR 28
"The Fillmore Silver Spring | Silver Spring, MD",Emo Orchestra Feat. Escape The Fate,SUN APR 28
"Baltimore Soundstage | Baltimore, MD",Teen Suicide,SUN APR 28
"MTELUS | Montreal, QC",Belle & Sebastian,SUN APR 28
"White Oak Music Hall - Upstairs | Houston, TX",Slow Hollows: Dog Heaven Tour w/ Special Guest Computerwife,SUN APR 28
"The Opera House | Toronto, ON",Resilience Entertainment presents: BoomBox,SUN APR 28
"The Song & Dance | Syracuse, NY",Saint Asonia,SUN APR 28
"The 44 Sports Grill and Nightlife | Glendale, AZ",Vinny Appice's Sabbath Knights,SUN APR 28
"The Rebel Lounge | Phoenix, AZ",LA LOM,SUN APR 28
"Rialto Theatre-Tucson | Tucson, AZ",Bruce Cockburn @ Rialto Theatre,SUN APR 28
"Mercury Lounge | New York, NY",Brenn!: Crossing County Lines Tour,MON APR 29
"Velvet Underground | Toronto, ON",Blu DeTiger,MON APR 29
"Total Mortgage Arena | Bridgeport, CT",Journey: Freedom Tour 2024 With Very Special Guest Toto,MON APR 29
"White Oak Music Hall - Upstairs | Houston, TX",Sweeping Promises,MON APR 29
"Black Sheep | Colorado Springs, CO",Alien Ant Farm - Mantras Launch Tour,MON APR 29
"Fox Theater - Oakland | Oakland, CA",OSA Presents Metamorphosis,MON APR 29
"191 Toole | Tucson, AZ",Benches @ 191 Toole,MON APR 29
"Madame Lou's | Seattle, WA",Taylor Acorn: Good Enough Tour w/ World’s First Cinema,MON APR 29
"Roxian Theatre | Pittsburgh, PA",Asking Alexandria: All My Friends North American Tour 2024,TUE APR 30
"Metro Gallery | Baltimore, MD",Punk Rock Factory,TUE APR 30
"The Anthem | Washington, DC",The Black Crowes: Happiness Bastards Tour 24,TUE APR 30
"The Fillmore Silver Spring | Silver Spring, MD",Me First and the Gimme Gimmes,TUE APR 30
"White Oak Music Hall - Upstairs | Houston, TX",Your Neighbors w/ Point Blank Society,TUE APR 30
"Avondale Brewing Co. | Birmingham, AL",Spoon Benders - The Upstairs at Avondale,TUE APR 30
"Mercury Lounge | New York, NY",Ramy Essam,TUE APR 30
"Black Sheep | Colorado Springs, CO",Strung Out + The Casualties,TUE APR 30
"Voodoo Room at the House of Blues San Diego | San Diego, CA",Secrets,TUE APR 30
"The Fillmore | San Francisco, CA",Bombay Bicycle Club,TUE APR 30
"The Pearl | Vancouver, BC",BOECKNER with Special Guests,TUE APR 30
"Roxian Theatre | Pittsburgh, PA","Uriah Heep & Saxon: Hell, Fire & Chaos",WED MAY 1
"The Atlantis | Washington, DC",Slothrust,WED MAY 1
"The Opera House | Toronto, ON",Pop Evil,WED MAY 1
"Empire Underground | Albany, NY",408,WED MAY 1
"The Axis Club (formerly known as The Mod Club) | Toronto, ON",Des Rocs with Jigsaw Youth,WED MAY 1
"Baltimore Soundstage | Baltimore, MD",TWRP Digital Nightmare 2024 Tour,WED MAY 1
"White Oak Music Hall - Downstairs | Houston, TX",The Veronicas,WED MAY 1
"White Oak Music Hall - Upstairs | Houston, TX",Cathedral Bells with Foliage and Rew,WED MAY 1
"The Orange Peel | Asheville, NC",Metric,WED MAY 1
"Rialto Square Theatre | Joliet, IL",TOAST - The Ultimate Bread Experience,WED MAY 1
"OLG Stage at Fallsview Casino | Niagara Falls, ON",Wu Bai,WED MAY 1
"Mercury Lounge | New York, NY",TsuShiMaMiRe,WED MAY 1
"Chelsea’s Live | Baton Rouge, LA",All Them Witches with Rich Ruth,WED MAY 1
"High Noon Saloon | Madison, WI",Electric Six - Supersuckers,WED MAY 1
"The Echo | Los Angeles, CA",PAERISH with special guests Heavenward & Glacier Veins,WED MAY 1
"Neck of the Woods | San Francisco, CA",Unprocessed,WED MAY 1
"Civic Theatre | New Orleans, LA",The Radiators,WED MAY 1
"Baltimore Soundstage | Baltimore, MD",From Ashes To New - The Blackout Tour Pt. 2,THU MAY 2
"Mary Brown's Centre | St. Johns, NL",Jann Arden & Rick Mercer: The Will They or Won't They Tour,THU MAY 2
"9:30 CLUB | Washington, DC",Ra Ra Riot - Redivivus Tour,THU MAY 2
"The Axis Club (formerly known as The Mod Club) | Toronto, ON",ThxSoMch,THU MAY 2
"Reggie's Rock Club | Chicago, IL","King 810, Heathensun, Fractal Aura, Lost In Exile",THU MAY 2
"Brooklyn Made | Brooklyn , NY",cumgirl8,THU MAY 2
"Brooklyn Bowl | Brooklyn, NY",PEAK + Ryan Liatsis + P(x3),THU MAY 2
"Wally's | Hampton, NH",lespecial,THU MAY 2
"OLG Stage at Fallsview Casino | Niagara Falls, ON",Straight No Chaser,THU MAY 2
"Rec Room | Buffalo, NY",Cloud Nothings,THU MAY 2
"Duling Hall | Jackson, MS",Chest Fever: Celebrating 55 Years of The Band,THU MAY 2
"Iron City | Birmingham, AL",Palace,THU MAY 2
"House of Blues Las Vegas | Las Vegas, NV","P.O.D.: I GOT THAT TOUR 2024 w/ Bad Wolves, Norma Jean. Blind Channel",THU MAY 2
"Mercury Lounge | New York, NY",The Bright Light Social Hour,THU MAY 2
"The Moroccan Lounge | Los Angeles, CA",Cuffed Up,THU MAY 2
"PNE Forum | Vancouver, BC",IDLES: LOVE IS THE FING TOUR 2024,THU MAY 2
"Black Sheep | Colorado Springs, CO",Missio,THU MAY 2
"Brooklyn Bowl Las Vegas | Las Vegas, NV",STRFKR,THU MAY 2
"Mercury Lounge | New York, NY","12 Rods ""If We Stayed Alive"" Tour W/ Launder",FRI MAY 3
"The Lyric | Baltimore, MD",Phil Wickham - I Believe Tour,FRI MAY 3
"The Wonder Bar | Asbury Park, NJ",Promised Land,FRI MAY 3
"House of Blues Cleveland | Cleveland, OH",Brent Cobb: Livin' The Dream Tour,FRI MAY 3
"Spirit Hall | Pittsburgh, PA",Cloud Nothings,FRI MAY 3
"Hollywood Casino at Charles Town Races | Charles Town, WV",Little River Band,FRI MAY 3
"Empire Live | Albany, NY",Here Come the Mummies,FRI MAY 3
"Avondale Brewing Co. | Birmingham, AL",Blackberry Smoke: Be Right Here Tour,FRI MAY 3
"The Orange Peel | Asheville, NC",Royal Blood,FRI MAY 3
"The Theatre at Great Canadian Casino Resort Toronto | Toronto, ON",Gwen Stefani - Grand Opening Event at Great Canadian Resort Toronto,FRI MAY 3
"Brooklyn Bowl | Brooklyn, NY",High Time,FRI MAY 3
"Bowery Ballroom | New York, NY",Sinkane,FRI MAY 3
"Brooklyn Made | Brooklyn , NY",Volcandra / Micawber,FRI MAY 3
"High Noon Saloon | Madison, WI",The Mascot Theory and Miles Nielsen & The Rusted Heart,FRI MAY 3
"Penn's Peak | Jim Thorpe, PA",Lynch Mob,FRI MAY 3
"Black Sheep | Colorado Springs, CO","Eidola, Diver",FRI MAY 3
"Antone's Nightclub | Austin, TX",Ian Moore,FRI MAY 3
"BEAT KITCHEN | CHICAGO, IL",Big Sandy & His Fly-Rite Boys,FRI MAY 3
"Orpheum Theater | New Orleans, LA",Grace Potter - Jazz After Dark,FRI MAY 3
"ROK HOUSE BREWING | Upland, CA",OCHO KALACAS WITH UNION 13 AND MORE LIVE IN CONCERT AT ROK HOUSE IN UPLAND,FRI MAY 3
"Bakkt Theater at Planet Hollywood | Las Vegas, NV",Scorpions - Love At First Sting The Las Vegas Residency,FRI MAY 3
"Great Canadian Casino Vancouver | Coquitlam, BC",Prism,FRI MAY 3
"The Joy Theater | New Orleans, LA",Lettuce: RAGE!FEST,FRI MAY 3
"The Masquerade - Hell | Atlanta, GA",Shaky Knees Presents: An Evening With Del Water Gap | 18+,FRI MAY 3
"Center Stage Theater | Atlanta, GA",Miike Snow,FRI MAY 3
"The Ranch House | Sparks, NV","Emo Nite - Live In Sparks, NV (Venue Changed To the Ranch House / Padd",FRI MAY 3
"Merriweather Post Pavilion | Columbia, MD",M3 Rock Festival Saturday,SAT MAY 4
"Baltimore Soundstage | Baltimore, MD",The Ghost Inside Wash It Away Spring 24 Tour,SAT MAY 4
"MTELUS | Montreal, QC","ARCHITECTS ""Seeing Red Tour""",SAT MAY 4
"The Atlantis | Washington, DC",Matt Nathanson,SAT MAY 4
"Jimmy's Jazz and Blues Club | Portsmouth, NH",Dana Fuchs,SAT MAY 4
"Empire Live | Albany, NY",Plush,SAT MAY 4
"Moody Amphitheater | Austin, TX",NEEDTOBREATHE: THE CAVES WORLD TOUR,SAT MAY 4
"Stubb's Waller Creek Amphitheater | Austin , TX",Night Cap with Krooked Kings and Jude Parrish,SAT MAY 4
"The Underground | Charlotte, NC",Alvvays,SAT MAY 4
"Brooklyn Bowl | Brooklyn, NY",Saved By The 90s with The Bayside Tigers!,SAT MAY 4
"Manchester Music Hall | Lexington, KY",Tyler Bryant & The Shakedown,SAT MAY 4
"Flagstar Strand Theatre for the Performing Arts | Pontiac, MI",Shawn Colvin & KT Tunstall: Together Onstage,SAT MAY 4
"Montgomery Performing Arts Centre | Montgomery, AL",Gavin DeGraw,SAT MAY 4
"Commonwealth Bar | Calgary, AB","Yukon Blonde, Layten Kramer, Retrofile",SAT MAY 4
"High Noon Saloon | Madison, WI",Hips Don't Lie - A Tribute to Shakira,SAT MAY 4
"Civic Theatre | New Orleans, LA",Anders Osborne's NOLA Birthday Bash,SAT MAY 4
"Constellation Room | Santa Ana, CA",Half Past Two - 'talk Is Killing Me' Record Release,SAT MAY 4
"The Echo | Los Angeles, CA","Computerwife with juggler, & Blimp",SAT MAY 4
"Kings Hall at APEX Art & Culture Center | Everett, WA",Bow Wow Wow,SAT MAY 4
"Rogers Arena | Vancouver, BC",Pearl Jam - Dark Matter World Tour 2024,SAT MAY 4
"Pearl Concert Theater at Palms Casino Resort | Las Vegas, NV",ZZ Top,SAT MAY 4
"The Fillmore | San Francisco, CA",No Vacation,SAT MAY 4
"The Masquerade - Hell | Atlanta, GA",Shaky Knees Presents: An Evening With Yves Tumor | 18+,SAT MAY 4
"The Masquerade - Heaven | Atlanta, GA",Shaky Knees Presents: An Evening With Arcade Fire | 18+,SAT MAY 4
"The Masquerade - Purgatory | Atlanta, GA",Shaky Knees Presents: An Evening With Matt And Kim | 18+,SAT MAY 4
"The Loft | Atlanta, GA",Dinosaur Jr.,SAT MAY 4
"August Hall | San Francisco, CA","Petey, Phony",SAT MAY 4
"The Wonder Bar | Asbury Park, NJ",DeSoL,SUN MAY 5
"Brooklyn Bowl | Brooklyn, NY",Bushwick's Dead: Bowie Night!,SUN MAY 5
"Jimmy's Jazz and Blues Club | Portsmouth, NH",Divine Sweater,SUN MAY 5
"MTELUS | Montreal, QC",Peyton Parrish,SUN MAY 5
"The Bronze Peacock at House of Blues Houston | Houston, TX",Late Night Drive Home,SUN MAY 5
"Music Farm | Charleston, SC",CKY,SUN MAY 5
"713 Music Hall | Houston, TX",Satch Vai Us Tour: Joe Satriani & Steve Vai,SUN MAY 5
"Bayou Music Center | Houston, TX",Interpol With Special Guest: El Mato A Un Policia Motorizado,SUN MAY 5
"Templelive Fort Smith | Fort Smith, AR",Earth,SUN MAY 5
"Hi-Dive | Denver, CO",Sarah and the Safe Word,SUN MAY 5
"Rialto Theatre-Tucson | Tucson, AZ",City and Colour - Spring 2024 @ Rialto Theatre,SUN MAY 5
"Conduit | Winter Park, FL","Insomnium, Omnium Gatherum, and Wilderun in Orlando",MON MAY 6
"The Atlantis | Washington, DC",Alice Merton: North American Tour 2024,MON MAY 6
"History | Toronto, ON",The Decemberists,MON MAY 6
"9:30 CLUB | Washington, DC",Silversun Pickups,MON MAY 6
"The Drake Hotel | Toronto, ON","Andrew Cushin, Max Muscato",MON MAY 6
"White Oak Music Hall - Upstairs | Houston, TX",Fleshwater,MON MAY 6
"Baltimore Soundstage | Baltimore, MD",Citizen Soldier 'Group Therapy Tour' with special guests Icon For Hire,MON MAY 6
"The Southern Cafe & Music Hall | Charlottesville, VA",AJJ,MON MAY 6
"Brooklyn Bowl Nashville | Nashville, TN",Rainbow Kitten Surprise: Tiny Music Box Tour,MON MAY 6
"Union Stage | Washington, DC",The Chisel,TUE MAY 7
"Bogart's | Cincinnati, OH",Stiff Little Fingers,TUE MAY 7
"The Underground | Charlotte, NC",LACUNA COIL Ignite The Fire Tour w/ NEW YEAR'S DAY & OCEANS OF SLUMBER,TUE MAY 7
"Ludlow Garage Cincinnati | Cincinnati, OH",Rufus Wainwright,TUE MAY 7
"VyStar Veterans Memorial Arena | Jacksonville, FL",Hozier - Unreal Unearth Tour 2024,TUE MAY 7
"Mercury Ballroom | Louisville, KY",Better Than Ezra presents Live A Little Tour - presented by 91.9 WFPK,TUE MAY 7
"Stubb's Waller Creek Amphitheater | Austin , TX",ECHO & THE BUNNYMEN: Songs To Learn And Sing,TUE MAY 7
"Garcia's at The Capitol Theatre | Port Chester, NY",Jerry's Middle Finger,TUE MAY 7
"Midway | Edmonton, AB",Static-X & Sevendust: Machine Killer Tour,TUE MAY 7
"Avondale Brewing Co. | Birmingham, AL",The Offspring,TUE MAY 7
"Templelive Fort Smith | Fort Smith, AR",Tom Sandoval & The MOST Extras,TUE MAY 7
"Mercury Lounge | New York, NY",Wheel,TUE MAY 7
"Rose Music Hall | Columbia, MO",DURRY,TUE MAY 7
"The Echo | Los Angeles, CA",The Ready Set Presents: Cherryland,TUE MAY 7
"The WISE Hall | Vancouver, BC",Land of Talk with Bells Larsen,TUE MAY 7
"The Avalon Theatre At Niagara Fallsview Casino Resort | Niagara Falls, ON",The 5th Dimension,WED MAY 8
"The Opera House | Toronto, ON",Jesus Piece & Sanguisugabogg,WED MAY 8
"Bowery Ballroom | New York, NY",Sheer Mag,WED MAY 8
"House of Blues Chicago | Chicago, IL",MER - On The Foundation Stage,WED MAY 8
